shape,color,isPost86,hex,introducedAt,retiredAt,category
"Plate, Dinner - Bistro (10½"")",Slate,True,#708090,2015.0,,Plates
"Plate, Luncheon (9"")",Slate,True,#708090,2015.0,,Plates
"Plate, Salad (7¼"")",Slate,True,#708090,2015.0,,Plates
"Plate, Salad - Bistro (7¼"")",Slate,True,#708090,2015.0,,Plates
"Plate, Square Dinner (10¾"")",Slate,True,#708090,2015.0,,Plates
"Plate, Square Luncheon (9¼"")",Slate,True,#708090,2015.0,,Plates
"Plate, Square Salad (7½"")",Slate,True,#708090,2015.0,,Plates
"Platter, Oval - Extra Large (19¼"")",Slate,True,#708090,2015.0,,Serveware
"Platter, Oval - Large (13 5/8"")",Slate,True,#708090,2015.0,,Serveware
"Platter, Oval - Medium (11 5/8"")",Slate,True,#708090,2015.0,,Serveware
"Platter, Oval - Small (9 5/8"")",Slate,True,#708090,2015.0,,Serveware
"Platter, Rectangular (12"")",Slate,True,#708090,2015.0,,Serveware
"Teapot (7 ¼"")",Slate,True,#708090,2015.0,,"Pitchers, Teapots & Vases"
"Tool Crock (6½"" x 5"")",Slate,True,#708090,2015.0,,Other
Oblong Serving Platter (Bread Tray),Slate,True,#708090,2015.0,,Other
"Tray, Egg (11 ¼"")",Slate,True,#708090,2015.0,,Shapes
"Tray, Pizza (15"")",Slate,True,#708090,2015.0,,Other
"Tray, Pizza - Small (12"")",Slate,True,#708090,2015.0,,Other
"Vase, Medium (9 5/8"")",Slate,True,#708090,2015.0,,"Pitchers, Teapots & Vases"
"Vase, Small (8"")",Slate,True,#708090,2015.0,,"Pitchers, Teapots & Vases"
"Baker, Rectangular (14½"" x 10¾"")",Sage,True,#BCB88A,2015.0,2019.0,Bakeware
"Baker, Square (10½"")",Sage,True,#BCB88A,2015.0,2019.0,Bakeware
"Bowl, 5"" Footed (a.k.a. Small Rice) 16",Sage,True,#BCB88A,2015.0,2019.0,Bowls
"Bowl, 6"" Footed (a.k.a. Rice) 16",Sage,True,#BCB88A,2015.0,2019.0,Bowls
"Bowl, Baking - 6 Qt. (10 7/8"")",Sage,True,#BCB88A,2015.0,2019.0,Bowls
"Bowl, Baking - 4 Qt. (9 5/8"")",Sage,True,#BCB88A,2015.0,2019.0,Bowls
"Bowl, Baking - 2 ½ Qt. (8 5/8"")",Sage,True,#BCB88A,2015.0,2019.0,Bowls
"Bowl, Bistro - Extra Large (10½"")",Sage,True,#BCB88A,2015.0,2019.0,Bowls
"Bowl, Bistro - Large (9¼"")",Sage,True,#BCB88A,2015.0,2019.0,Bowls
"Bowl, Bistro - Medium (7½"")",Sage,True,#BCB88A,2015.0,2019.0,Bowls
"Bowl, Cereal (stacking, 6½"", 11 oz.)",Sage,True,#BCB88A,2015.0,2019.0,Bowls
"Bowl, Cereal (straight, 5 5/8"", 14¼ oz.)",Sage,True,#BCB88A,2015.0,2019.0,Bowls
"Bowl, Companion (a.k.a. Medium Vegetable; straight, 7¼"") 36",Sage,True,#BCB88A,2015.0,2019.0,Bowls
"Bowl, Extra Large (straight, 10¼"", 2 qt.)",Sage,True,#BCB88A,2015.0,2019.0,Bowls
"Bowl, Fruit (5 3/8"", 6¼ oz.)",Sage,True,#BCB88A,2015.0,2019.0,Bowls
"Bowl, Fruit/Salsa (5"", 9 oz.)",Sage,True,#BCB88A,2015.0,2019.0,Bowls
"Bowl, Heart - Large (9"")",Sage,True,#BCB88A,2015.0,2019.0,Bowls
"Bowl, Heart - Medium (7½"")",Sage,True,#BCB88A,2015.0,2019.0,Bowls
"Bowl, Heart - Small (5½"")",Sage,True,#BCB88A,2015.0,2019.0,Bowls
"Bowl, Prep Baking - 1 1/8 Qt. (6 ¼"")",Sage,True,#BCB88A,2015.0,2019.0,Bowls
"Bowl, Prep Baking - 2 Qt. (7 3/8"")",Sage,True,#BCB88A,2015.0,2019.0,Bowls
"Bowl, Serving (straight, 8¼"", 40 oz.)",Sage,True,#BCB88A,2015.0,2019.0,Bowls
"Bowl, Signature (10 1/8"")",Sage,True,#BCB88A,2015.0,2019.0,Bowls
"Bowl, Soup (straight, 6 7/8"", 19 oz.)",Sage,True,#BCB88A,2015.0,2019.0,Bowls
"Canister, Large (9¾"", 3 qt.) 4",Sage,True,#BCB88A,2015.0,2019.0,Countertop Accessories
"Canister, Medium (8½"", 2 qt.) 4",Sage,True,#BCB88A,2015.0,2019.0,Countertop Accessories
"Canister, Small (7 3/8"", 1 qt.) 4",Sage,True,#BCB88A,2015.0,2019.0,Countertop Accessories
"Mug, Latte 43",Sage,True,#BCB88A,2015.0,2019.0,"Mugs, Cups & Saucers"
"Ornament, Plate 25",Sage,True,#BCB88A,2015.0,2019.0,Plates
"Ornament, Teapot 9",Sage,True,#BCB88A,2015.0,2019.0,"Pitchers, Teapots & Vases"
"Pan, Loaf (10 7/8"" x 5¾"")",Sage,True,#BCB88A,2015.0,2019.0,Other
"Pie Baker (10 ¼"")",Sage,True,#BCB88A,2015.0,2019.0,Bakeware
"Pie Plate, Small (6 3/8"")",Sage,True,#BCB88A,2015.0,2019.0,Bakeware
"Pitcher, Large Disk (7¼"")",Sage,True,#BCB88A,2015.0,2019.0,"Pitchers, Teapots & Vases"
"Pitcher, Mini Disk (3¼"")",Sage,True,#BCB88A,2015.0,2019.0,"Pitchers, Teapots & Vases"
"Pitcher, Small Disk (5 ½"")",Sage,True,#BCB88A,2015.0,2019.0,"Pitchers, Teapots & Vases"
"Plate, Appetizer (6 ¾"")",Sage,True,#BCB88A,2015.0,2019.0,Plates
"Plate, Bistro Buffet (a.k.a. Pallet; 9"")",Sage,True,#BCB88A,2015.0,2019.0,Plates
"Plate, Chop (11 ¾"")",Sage,True,#BCB88A,2015.0,2019.0,Plates
"Plate, Dinner (10½"")",Sage,True,#BCB88A,2015.0,2019.0,Plates
"Plate, Dinner - Bistro (10½"")",Sage,True,#BCB88A,2015.0,2019.0,Plates
"Plate, Luncheon (9"")",Sage,True,#BCB88A,2015.0,2019.0,Plates
"Plate, Salad (7¼"")",Sage,True,#BCB88A,2015.0,2019.0,Plates
"Plate, Salad - Bistro (7¼"")",Sage,True,#BCB88A,2015.0,2019.0,Plates
"Plate, Square Dinner (10¾"")",Sage,True,#BCB88A,2015.0,2019.0,Plates
"Plate, Square Luncheon (9¼"")",Sage,True,#BCB88A,2015.0,2019.0,Plates
"Plate, Square Salad (7½"")",Sage,True,#BCB88A,2015.0,2019.0,Plates
"Platter, Oval - Extra Large (19¼"")",Sage,True,#BCB88A,2015.0,2019.0,Serveware
"Platter, Oval - Large (13 5/8"")",Sage,True,#BCB88A,2015.0,2019.0,Serveware
"Platter, Oval - Medium (11 5/8"")",Sage,True,#BCB88A,2015.0,2019.0,Serveware
"Platter, Oval - Small (9 5/8"")",Sage,True,#BCB88A,2015.0,2019.0,Serveware
"Teapot (7 ¼"")",Sage,True,#BCB88A,2015.0,2019.0,"Pitchers, Teapots & Vases"
"Tool Crock (6½"" x 5"")",Sage,True,#BCB88A,2015.0,2019.0,Other
Oblong Serving Platter (Bread Tray),Sage,True,#BCB88A,2015.0,2019.0,Other
"Tray, Egg (11 ¼"")",Sage,True,#BCB88A,2015.0,2019.0,Shapes
"Tray, Pizza (15"")",Sage,True,#BCB88A,2015.0,2019.0,Other
"Tray, Pizza - Small (12"")",Sage,True,#BCB88A,2015.0,2019.0,Other
"Vase, Medium (9 5/8"")",Sage,True,#BCB88A,2015.0,2019.0,"Pitchers, Teapots & Vases"
"Vase, Small (8"")",Sage,True,#BCB88A,2015.0,2019.0,"Pitchers, Teapots & Vases"
"Baker, Rectangular (14½"" x 10¾"")",Foundry,True,#5C5A5B,2016.0,,Bakeware
"Baker, Square (10½"")",Foundry,True,#5C5A5B,2016.0,,Bakeware
"Bowl, Cereal (straight, 5 5/8"", 14¼ oz.)",Foundry,True,#5C5A5B,2016.0,,Bowls
"Bowl, Fruit/Salsa (5"", 9 oz.)",Foundry,True,#5C5A5B,2016.0,,Bowls
"Bowl, Soup (straight, 6 7/8"", 19 oz.)",Foundry,True,#5C5A5B,2016.0,,Bowls
"Pan, Loaf (10 7/8"" x 5¾"")",Foundry,True,#5C5A5B,2016.0,,Other
"Plate, Dinner (10½"")",Foundry,True,#5C5A5B,2016.0,,Plates
"Plate, Dinner - Bistro (10½"")",Foundry,True,#5C5A5B,2016.0,,Plates
"Plate, Luncheon (9"")",Foundry,True,#5C5A5B,2016.0,,Plates
"Plate, Salad (7¼"")",Foundry,True,#5C5A5B,2016.0,,Plates
"Plate, Salad - Bistro (7¼"")",Foundry,True,#5C5A5B,2016.0,,Plates
Oblong Serving Platter (Bread Tray),Foundry,True,#5C5A5B,2016.0,,Other
"Tray, Pizza - Small (12"")",Foundry,True,#5C5A5B,2016.0,,Other
"Bowl, 5"" Footed (a.k.a. Small Rice) 16",Claret,True,#7F1734,2016.0,2018.0,Bowls
"Bowl, 6"" Footed (a.k.a. Rice) 16",Claret,True,#7F1734,2016.0,2018.0,Bowls
"Bowl, Bistro - Extra Large (10½"")",Claret,True,#7F1734,2016.0,2018.0,Bowls
"Bowl, Bistro - Large (9¼"")",Claret,True,#7F1734,2016.0,2018.0,Bowls
"Bowl, Bistro - Medium (7½"")",Claret,True,#7F1734,2016.0,2018.0,Bowls
"Bowl, Cereal (stacking, 6½"", 11 oz.)",Claret,True,#7F1734,2016.0,2018.0,Bowls
"Bowl, Cereal (straight, 5 5/8"", 14¼ oz.)",Claret,True,#7F1734,2016.0,2018.0,Bowls
"Bowl, Extra Large (straight, 10¼"", 2 qt.)",Claret,True,#7F1734,2016.0,2018.0,Bowls
"Bowl, Fruit (5 3/8"", 6¼ oz.)",Claret,True,#7F1734,2016.0,2018.0,Bowls
"Bowl, Fruit/Salsa (5"", 9 oz.)",Claret,True,#7F1734,2016.0,2018.0,Bowls
"Bowl, Heart - Large (9"")",Claret,True,#7F1734,2016.0,2018.0,Bowls
"Bowl, Heart - Medium (7½"")",Claret,True,#7F1734,2016.0,2018.0,Bowls
"Bowl, Heart - Small (5½"")",Claret,True,#7F1734,2016.0,2018.0,Bowls
"Bowl, Serving (straight, 8¼"", 40 oz.)",Claret,True,#7F1734,2016.0,2018.0,Bowls
"Bowl, Signature (10 1/8"")",Claret,True,#7F1734,2016.0,2018.0,Bowls
"Bowl, Soup (straight, 6 7/8"", 19 oz.)",Claret,True,#7F1734,2016.0,2018.0,Bowls
"Canister, Large (9¾"", 3 qt.) 4",Claret,True,#7F1734,2016.0,2018.0,Countertop Accessories
"Canister, Small (7 3/8"", 1 qt.) 4",Claret,True,#7F1734,2016.0,2018.0,Countertop Accessories
"Mug, Latte 43",Claret,True,#7F1734,2016.0,2018.0,"Mugs, Cups & Saucers"
"Ornament, Plate 25",Claret,True,#7F1734,2016.0,2018.0,Plates
"Pie Baker (10 ¼"")",Claret,True,#7F1734,2016.0,2018.0,Bakeware
"Pie Plate, Small (6 3/8"")",Claret,True,#7F1734,2016.0,2018.0,Bakeware
"Pitcher, Large Disk (7¼"")",Claret,True,#7F1734,2016.0,2018.0,"Pitchers, Teapots & Vases"
"Pitcher, Mini Disk (3¼"")",Claret,True,#7F1734,2016.0,2018.0,"Pitchers, Teapots & Vases"
"Pitcher, Small Disk (5 ½"")",Claret,True,#7F1734,2016.0,2018.0,"Pitchers, Teapots & Vases"
"Plate, Appetizer (6 ¾"")",Claret,True,#7F1734,2016.0,2018.0,Plates
"Plate, Bistro Buffet (a.k.a. Pallet; 9"")",Claret,True,#7F1734,2016.0,2018.0,Plates
"Plate, Chop (11 ¾"")",Claret,True,#7F1734,2016.0,2018.0,Plates
"Plate, Dinner (10½"")",Claret,True,#7F1734,2016.0,2018.0,Plates
"Plate, Dinner - Bistro (10½"")",Claret,True,#7F1734,2016.0,2018.0,Plates
"Plate, Luncheon (9"")",Claret,True,#7F1734,2016.0,2018.0,Plates
"Plate, Salad (7¼"")",Claret,True,#7F1734,2016.0,2018.0,Plates
"Plate, Salad - Bistro (7¼"")",Claret,True,#7F1734,2016.0,2018.0,Plates
"Plate, Square Dinner (10¾"")",Claret,True,#7F1734,2016.0,2018.0,Plates
"Plate, Square Luncheon (9¼"")",Claret,True,#7F1734,2016.0,2018.0,Plates
"Plate, Square Salad (7½"")",Claret,True,#7F1734,2016.0,2018.0,Plates
"Platter, Oval - Large (13 5/8"")",Claret,True,#7F1734,2016.0,2018.0,Serveware
"Platter, Oval - Medium (11 5/8"")",Claret,True,#7F1734,2016.0,2018.0,Serveware
"Platter, Oval - Small (9 5/8"")",Claret,True,#7F1734,2016.0,2018.0,Serveware
"Platter, Round - 80th Anniversary (11¾"")",Claret,True,#7F1734,2016.0,2018.0,Serveware
"Teapot (7 ¼"")",Claret,True,#7F1734,2016.0,2018.0,"Pitchers, Teapots & Vases"
"Teapot, 2 Cup (5 1/8"")",Claret,True,#7F1734,2016.0,2018.0,"Mugs, Cups & Saucers"
"Tool Crock (6½"" x 5"")",Claret,True,#7F1734,2016.0,2018.0,Other
Oblong Serving Platter (Bread Tray),Claret,True,#7F1734,2016.0,2018.0,Other
"Tray, Egg (11 ¼"")",Claret,True,#7F1734,2016.0,2018.0,Shapes
"Tray, Pizza (15"")",Claret,True,#7F1734,2016.0,2018.0,Other
"Tray, Pizza - Small (12"")",Claret,True,#7F1734,2016.0,2018.0,Other
"Vase, Medium (9 5/8"")",Claret,True,#7F1734,2016.0,2018.0,"Pitchers, Teapots & Vases"
"Vase, Small (8"")",Claret,True,#7F1734,2016.0,2018.0,"Pitchers, Teapots & Vases"
"Baker, Rectangular (14½"" x 10¾"")",Daffodil,True,#FFFF31,2017.0,,Bakeware
"Baker, Square (10½"")",Daffodil,True,#FFFF31,2017.0,,Bakeware
"Bowl, 5"" Footed (a.k.a. Small Rice) 16",Daffodil,True,#FFFF31,2017.0,,Bowls
"Bowl, 6"" Footed (a.k.a. Rice) 16",Daffodil,True,#FFFF31,2017.0,,Bowls
"Bowl, Bistro - Extra Large (10½"")",Daffodil,True,#FFFF31,2017.0,,Bowls
"Bowl, Bistro - Large (9¼"")",Daffodil,True,#FFFF31,2017.0,,Bowls
"Bowl, Bistro - Medium (7½"")",Daffodil,True,#FFFF31,2017.0,,Bowls
"Bowl, Cereal (stacking, 6½"", 11 oz.)",Daffodil,True,#FFFF31,2017.0,,Bowls
"Bowl, Cereal (straight, 5 5/8"", 14¼ oz.)",Daffodil,True,#FFFF31,2017.0,,Bowls
"Bowl, Extra Large (straight, 10¼"", 2 qt.)",Daffodil,True,#FFFF31,2017.0,,Bowls
"Bowl, Fruit (5 3/8"", 6¼ oz.)",Daffodil,True,#FFFF31,2017.0,,Bowls
"Bowl, Fruit/Salsa (5"", 9 oz.)",Daffodil,True,#FFFF31,2017.0,,Bowls
"Bowl, Heart - Large (9"")",Daffodil,True,#FFFF31,2017.0,,Bowls
"Bowl, Heart - Medium (7½"")",Daffodil,True,#FFFF31,2017.0,,Bowls
"Bowl, Heart - Small (5½"")",Daffodil,True,#FFFF31,2017.0,,Bowls
"Bowl, Serving (straight, 8¼"", 40 oz.)",Daffodil,True,#FFFF31,2017.0,,Bowls
"Bowl, Signature (10 1/8"")",Daffodil,True,#FFFF31,2017.0,,Bowls
"Bowl, Soup (straight, 6 7/8"", 19 oz.)",Daffodil,True,#FFFF31,2017.0,,Bowls
"Bowl, Square Rim 69",Daffodil,True,#FFFF31,2017.0,,Bowls
"Canister, Large (9¾"", 3 qt.) 4",Daffodil,True,#FFFF31,2017.0,,Countertop Accessories
"Canister, Medium (8½"", 2 qt.) 4",Daffodil,True,#FFFF31,2017.0,,Countertop Accessories
"Canister, Small (7 3/8"", 1 qt.) 4",Daffodil,True,#FFFF31,2017.0,,Countertop Accessories
"Coaster, 2017 67",Daffodil,True,#FFFF31,2017.0,,Other
"Coaster, Logo 9",Daffodil,True,#FFFF31,2017.0,,Other
"Flower Pot (3 ½"")",Daffodil,True,#FFFF31,2017.0,,Other
"Mug, Latte 43",Daffodil,True,#FFFF31,2017.0,,"Mugs, Cups & Saucers"
"Ornament, Plate 25",Daffodil,True,#FFFF31,2017.0,,Plates
"Ornament, Teapot 9",Daffodil,True,#FFFF31,2017.0,,"Pitchers, Teapots & Vases"
"Pan, Loaf (10 7/8"" x 5¾"")",Daffodil,True,#FFFF31,2017.0,,Other
"Pie Baker (10 ¼"")",Daffodil,True,#FFFF31,2017.0,,Bakeware
"Pitcher, Large Disk (7¼"")",Daffodil,True,#FFFF31,2017.0,,"Pitchers, Teapots & Vases"
"Pitcher, Mini Disk (3¼"")",Daffodil,True,#FFFF31,2017.0,,"Pitchers, Teapots & Vases"
"Pitcher, Small Disk (5 ½"")",Daffodil,True,#FFFF31,2017.0,,"Pitchers, Teapots & Vases"
"Plate, Appetizer (6 ¾"")",Daffodil,True,#FFFF31,2017.0,,Plates
"Plate, B & B (6 1/8"")",Daffodil,True,#FFFF31,2017.0,,Plates
"Plate, Bowl (10¼"")",Daffodil,True,#FFFF31,2017.0,,Bowls
"Plate, Bowl - Luncheon (8½"")",Daffodil,True,#FFFF31,2017.0,,Bowls
"Plate, Bistro Buffet (a.k.a. Pallet; 9"")",Daffodil,True,#FFFF31,2017.0,,Plates
"Plate, Chop (11 ¾"")",Daffodil,True,#FFFF31,2017.0,,Plates
"Plate, Dinner (10½"")",Daffodil,True,#FFFF31,2017.0,,Plates
"Plate, Dinner - Bistro (10½"")",Daffodil,True,#FFFF31,2017.0,,Plates
"Plate, Luncheon (9"")",Daffodil,True,#FFFF31,2017.0,,Plates
"Plate, Salad (7¼"")",Daffodil,True,#FFFF31,2017.0,,Plates
"Plate, Salad - Bistro (7¼"")",Daffodil,True,#FFFF31,2017.0,,Plates
"Plate, Square Dinner (10¾"")",Daffodil,True,#FFFF31,2017.0,,Plates
"Plate, Square Luncheon (9¼"")",Daffodil,True,#FFFF31,2017.0,,Plates
"Plate, Square Salad (7½"")",Daffodil,True,#FFFF31,2017.0,,Plates
"Platter, Oval - Extra Large (19¼"")",Daffodil,True,#FFFF31,2017.0,,Serveware
"Platter, Oval - Large (13 5/8"")",Daffodil,True,#FFFF31,2017.0,,Serveware
"Platter, Oval - Medium (11 5/8"")",Daffodil,True,#FFFF31,2017.0,,Serveware
"Platter, Oval - Small (9 5/8"")",Daffodil,True,#FFFF31,2017.0,,Serveware
"Platter, Rectangular (12"")",Daffodil,True,#FFFF31,2017.0,,Serveware
"Teapot (7 ¼"")",Daffodil,True,#FFFF31,2017.0,,"Pitchers, Teapots & Vases"
"Teapot, 2 Cup (5 1/8"")",Daffodil,True,#FFFF31,2017.0,,"Mugs, Cups & Saucers"
"Tool Crock (6½"" x 5"")",Daffodil,True,#FFFF31,2017.0,,Other
Oblong Serving Platter (Bread Tray),Daffodil,True,#FFFF31,2017.0,,Other
"Tray, Egg (11 ¼"")",Daffodil,True,#FFFF31,2017.0,,Shapes
"Tray, Pizza (15"")",Daffodil,True,#FFFF31,2017.0,,Other
"Tray, Pizza - Small (12"")",Daffodil,True,#FFFF31,2017.0,,Other
"Vase, Medium (9 5/8"")",Daffodil,True,#FFFF31,2017.0,,"Pitchers, Teapots & Vases"
"Vase, Small (8"")",Daffodil,True,#FFFF31,2017.0,,"Pitchers, Teapots & Vases"
"Baker, Rectangular (14½"" x 10¾"")",Mulberry,True,#70193D,2018.0,,Bakeware
"Baker, Square (10½"")",Mulberry,True,#70193D,2018.0,,Bakeware
"Bowl, 5"" Footed (a.k.a. Small Rice) 16",Mulberry,True,#70193D,2018.0,,Bowls
"Bowl, 6"" Footed (a.k.a. Rice) 16",Mulberry,True,#70193D,2018.0,,Bowls
"Bowl, Bistro - Extra Large (10½"")",Mulberry,True,#70193D,2018.0,,Bowls
"Bowl, Bistro - Large (9¼"")",Mulberry,True,#70193D,2018.0,,Bowls
"Bowl, Bistro - Medium (7½"")",Mulberry,True,#70193D,2018.0,,Bowls
"Bowl, Cereal (stacking, 6½"", 11 oz.)",Mulberry,True,#70193D,2018.0,,Bowls
"Bowl, Cereal (straight, 5 5/8"", 14¼ oz.)",Mulberry,True,#70193D,2018.0,,Bowls
"Bowl, Extra Large (straight, 10¼"", 2 qt.)",Mulberry,True,#70193D,2018.0,,Bowls
"Bowl, Fruit (5 3/8"", 6¼ oz.)",Mulberry,True,#70193D,2018.0,,Bowls
"Bowl, Fruit/Salsa (5"", 9 oz.)",Mulberry,True,#70193D,2018.0,,Bowls
"Bowl, Heart - Large (9"")",Mulberry,True,#70193D,2018.0,,Bowls
"Bowl, Heart - Medium (7½"")",Mulberry,True,#70193D,2018.0,,Bowls
"Bowl, Heart - Small (5½"")",Mulberry,True,#70193D,2018.0,,Bowls
"Bowl, Mixing - Large (flared, 9½"", 70 oz.) 23",Mulberry,True,#70193D,2018.0,,Bowls
"Bowl, Serving (straight, 8¼"", 40 oz.)",Mulberry,True,#70193D,2018.0,,Bowls
"Bowl, Signature (10 1/8"")",Mulberry,True,#70193D,2018.0,,Bowls
"Bowl, Soup (straight, 6 7/8"", 19 oz.)",Mulberry,True,#70193D,2018.0,,Bowls
"Bowl, Square Rim 69",Mulberry,True,#70193D,2018.0,,Bowls
"Canister, Large (9¾"", 3 qt.) 4",Mulberry,True,#70193D,2018.0,,Countertop Accessories
"Canister, Medium (8½"", 2 qt.) 4",Mulberry,True,#70193D,2018.0,,Countertop Accessories
"Canister, Small (7 3/8"", 1 qt.) 4",Mulberry,True,#70193D,2018.0,,Countertop Accessories
"Coaster, Logo 9",Mulberry,True,#70193D,2018.0,,Other
"Flower Pot (3 ½"")",Mulberry,True,#70193D,2018.0,,Other
"Mug, Latte 43",Mulberry,True,#70193D,2018.0,,"Mugs, Cups & Saucers"
"Ornament, Plate 25",Mulberry,True,#70193D,2018.0,,Plates
"Pan, Loaf (10 7/8"" x 5¾"")",Mulberry,True,#70193D,2018.0,,Other
"Pie Baker (10 ¼"")",Mulberry,True,#70193D,2018.0,,Bakeware
"Pitcher, Large Disk (7¼"")",Mulberry,True,#70193D,2018.0,,"Pitchers, Teapots & Vases"
"Pitcher, Mini Disk (3¼"")",Mulberry,True,#70193D,2018.0,,"Pitchers, Teapots & Vases"
"Pitcher, Small Disk (5 ½"")",Mulberry,True,#70193D,2018.0,,"Pitchers, Teapots & Vases"
"Plate, Appetizer (6 ¾"")",Mulberry,True,#70193D,2018.0,,Plates
"Plate, Bowl (10¼"")",Mulberry,True,#70193D,2018.0,,Bowls
"Plate, Bowl - Luncheon (8½"")",Mulberry,True,#70193D,2018.0,,Bowls
"Plate, Bistro Buffet (a.k.a. Pallet; 9"")",Mulberry,True,#70193D,2018.0,,Plates
"Plate, Chop (11 ¾"")",Mulberry,True,#70193D,2018.0,,Plates
"Plate, Dinner (10½"")",Mulberry,True,#70193D,2018.0,,Plates
"Plate, Dinner - Bistro (10½"")",Mulberry,True,#70193D,2018.0,,Plates
"Plate, Luncheon (9"")",Mulberry,True,#70193D,2018.0,,Plates
"Plate, Salad (7¼"")",Mulberry,True,#70193D,2018.0,,Plates
"Plate, Salad - Bistro (7¼"")",Mulberry,True,#70193D,2018.0,,Plates
"Plate, Square Dinner (10¾"")",Mulberry,True,#70193D,2018.0,,Plates
"Plate, Square Luncheon (9¼"")",Mulberry,True,#70193D,2018.0,,Plates
"Plate, Square Salad (7½"")",Mulberry,True,#70193D,2018.0,,Plates
"Platter, Oval - Large (13 5/8"")",Mulberry,True,#70193D,2018.0,,Serveware
"Platter, Oval - Medium (11 5/8"")",Mulberry,True,#70193D,2018.0,,Serveware
"Platter, Oval - Small (9 5/8"")",Mulberry,True,#70193D,2018.0,,Serveware
"Platter, Rectangular (12"")",Mulberry,True,#70193D,2018.0,,Serveware
"Teapot (7 ¼"")",Mulberry,True,#70193D,2018.0,,"Pitchers, Teapots & Vases"
"Teapot, 2 Cup (5 1/8"")",Mulberry,True,#70193D,2018.0,,"Mugs, Cups & Saucers"
"Tool Crock (6½"" x 5"")",Mulberry,True,#70193D,2018.0,,Other
Oblong Serving Platter (Bread Tray),Mulberry,True,#70193D,2018.0,,Other
"Tray, Egg (11 ¼"")",Mulberry,True,#70193D,2018.0,,Shapes
"Tray, Pizza - Small (12"")",Mulberry,True,#70193D,2018.0,,Other
"Vase, Medium (9 5/8"")",Mulberry,True,#70193D,2018.0,,"Pitchers, Teapots & Vases"
"Vase, Small (8"")",Mulberry,True,#70193D,2018.0,,"Pitchers, Teapots & Vases"
"Baker, Rectangular (14½"" x 10¾"")",Meadow,True,#7BB661,2019.0,,Bakeware
"Baker, Square (10½"")",Meadow,True,#7BB661,2019.0,,Bakeware
"Bowl, 5"" Footed (a.k.a. Small Rice) 16",Meadow,True,#7BB661,2019.0,,Bowls
"Bowl, 6"" Footed (a.k.a. Rice) 16",Meadow,True,#7BB661,2019.0,,Bowls
"Bowl, Bistro - Extra Large (10½"")",Meadow,True,#7BB661,2019.0,,Bowls
"Bowl, Bistro - Large (9¼"")",Meadow,True,#7BB661,2019.0,,Bowls
"Bowl, Bistro - Medium (7½"")",Meadow,True,#7BB661,2019.0,,Bowls
"Bowl, Cereal (stacking, 6½"", 11 oz.)",Meadow,True,#7BB661,2019.0,,Bowls
"Bowl, Cereal (straight, 5 5/8"", 14¼ oz.)",Meadow,True,#7BB661,2019.0,,Bowls
"Bowl, Extra Large (straight, 10¼"", 2 qt.)",Meadow,True,#7BB661,2019.0,,Bowls
"Bowl, Fruit (5 3/8"", 6¼ oz.)",Meadow,True,#7BB661,2019.0,,Bowls
"Bowl, Fruit/Salsa (5"", 9 oz.)",Meadow,True,#7BB661,2019.0,,Bowls
"Bowl, Heart - Large (9"")",Meadow,True,#7BB661,2019.0,,Bowls
"Bowl, Heart - Medium (7½"")",Meadow,True,#7BB661,2019.0,,Bowls
"Bowl, Heart - Small (5½"")",Meadow,True,#7BB661,2019.0,,Bowls
"Bowl, Mixing - Large (flared, 9½"", 70 oz.) 23",Meadow,True,#7BB661,2019.0,,Bowls
"Bowl, Serving (straight, 8¼"", 40 oz.)",Meadow,True,#7BB661,2019.0,,Bowls
"Bowl, Signature (10 1/8"")",Meadow,True,#7BB661,2019.0,,Bowls
"Bowl, Soup (straight, 6 7/8"", 19 oz.)",Meadow,True,#7BB661,2019.0,,Bowls
"Bowl, Square Rim 69",Meadow,True,#7BB661,2019.0,,Bowls
"Canister, Large (9¾"", 3 qt.) 4",Meadow,True,#7BB661,2019.0,,Countertop Accessories
"Canister, Medium (8½"", 2 qt.) 4",Meadow,True,#7BB661,2019.0,,Countertop Accessories
"Canister, Small (7 3/8"", 1 qt.) 4",Meadow,True,#7BB661,2019.0,,Countertop Accessories
"Coaster, Logo 9",Meadow,True,#7BB661,2019.0,,Other
"Flower Pot (3 ½"")",Meadow,True,#7BB661,2019.0,,Other
"Mug, Latte 43",Meadow,True,#7BB661,2019.0,,"Mugs, Cups & Saucers"
"Ornament, Plate 25",Meadow,True,#7BB661,2019.0,,Plates
"Pan, Loaf (10 7/8"" x 5¾"")",Meadow,True,#7BB661,2019.0,,Other
"Pie Baker (10 ¼"")",Meadow,True,#7BB661,2019.0,,Bakeware
"Pitcher, Large Disk (7¼"")",Meadow,True,#7BB661,2019.0,,"Pitchers, Teapots & Vases"
"Pitcher, Mini Disk (3¼"")",Meadow,True,#7BB661,2019.0,,"Pitchers, Teapots & Vases"
"Pitcher, Small Disk (5 ½"")",Meadow,True,#7BB661,2019.0,,"Pitchers, Teapots & Vases"
"Plate, Appetizer (6 ¾"")",Meadow,True,#7BB661,2019.0,,Plates
"Plate, Bowl (10¼"")",Meadow,True,#7BB661,2019.0,,Bowls
"Plate, Bowl - Luncheon (8½"")",Meadow,True,#7BB661,2019.0,,Bowls
"Plate, Bistro Buffet (a.k.a. Pallet; 9"")",Meadow,True,#7BB661,2019.0,,Plates
"Plate, Chop (11 ¾"")",Meadow,True,#7BB661,2019.0,,Plates
